DESCRIPTION,Candida_tanzawaensis,Debaryomyces_hansenii,Hyphopichia_burtonii,Komagataella_pastoris,Eremothecium_gossypii,Kluyveromyces_lactis,Torulaspora_delbrueckii,Zygosaccharomyces_rouxii,Arxula_adeninivorans,Yarrowia_lipolytica
fam21489,0,1,0,0,0,0,0,0,0,0
fam21490,0,1,0,0,0,0,0,0,0,0
fam21491,0,0,0,0,0,0,0,0,0,1
fam21492,0,0,0,0,0,0,0,0,0,1
fam21496,0,0,0,0,0,0,0,0,0,1
fam21497,0,0,0,0,0,0,0,0,0,1
fam21500,0,0,0,0,0,0,0,0,0,1
fam21502,0,0,0,0,0,0,0,0,0,1
fam21509,0,0,0,0,0,0,0,0,0,1
fam21510,0,0,0,0,0,0,0,0,0,1
fam21518,0,0,0,0,0,0,0,0,0,1
fam21522,0,0,0,0,0,0,0,0,0,1
fam21532,0,0,0,0,0,0,0,0,0,0
fam21533,0,0,0,0,0,0,0,0,0,0
fam21534,0,1,0,0,0,0,0,0,0,0
fam21536,0,1,0,0,0,0,0,0,0,0
fam21537,0,1,0,0,0,0,0,0,0,0
fam21538,0,1,0,0,0,0,0,0,0,0
fam21540,0,1,0,0,0,0,0,0,0,0
fam21541,0,1,0,0,0,0,0,0,0,0
fam21545,0,0,0,0,0,0,0,0,0,1
fam21546,0,0,0,0,0,0,0,0,0,1
fam21547,0,0,0,0,0,0,0,0,0,1
fam21550,0,0,0,0,0,0,0,0,0,1
fam21555,0,0,0,0,0,0,0,0,0,1
fam21558,0,0,0,0,0,0,0,0,0,1
fam21561,0,0,0,0,0,0,0,0,0,1
fam21566,0,0,0,0,0,0,0,0,0,1
fam21567,0,0,0,0,0,0,0,0,0,1
fam21574,0,0,0,0,0,0,0,0,0,0
fam21576,0,0,0,1,0,0,0,0,0,0
fam21577,0,0,0,1,0,0,0,0,0,0
fam21580,0,0,1,0,0,0,0,0,0,0
fam21586,0,0,0,0,0,0,0,0,0,1
fam21587,0,0,0,0,0,0,0,0,0,1
fam21588,0,0,1,0,0,0,0,0,0,0
fam21593,0,0,0,0,0,0,0,0,0,1
fam21594,0,0,0,0,0,0,0,0,0,1
fam21596,0,0,0,0,0,0,0,0,0,1
fam21597,0,0,0,0,0,0,0,0,0,1
fam21599,0,0,0,0,0,0,0,0,0,1
fam21602,0,0,0,1,0,0,0,0,0,0
fam21605,0,0,0,0,0,0,0,0,0,1
fam21608,0,0,0,1,0,0,0,0,0,0
fam21609,1,0,0,0,0,0,0,0,0,0
fam21613,0,0,0,0,0,0,0,0,0,0
fam21615,0,0,0,0,0,0,0,0,0,0
fam21618,0,0,0,1,0,0,0,0,0,0
fam21619,0,0,0,1,0,0,0,0,0,0
fam21621,0,0,0,1,0,0,0,0,0,0
fam21625,0,0,0,0,0,0,0,0,0,0
fam21626,0,0,0,1,0,0,0,0,0,0
fam21627,0,0,0,1,0,0,0,0,0,0
fam21636,0,0,0,0,0,0,0,0,0,1
fam21641,0,0,0,0,0,0,0,0,0,1
fam21642,0,0,0,0,0,0,0,0,0,1
fam21643,0,0,0,0,0,0,0,0,0,1
fam21644,0,0,1,0,0,0,0,0,0,0
fam21645,0,0,0,0,0,0,0,0,0,1
fam21648,0,0,0,0,0,0,0,0,0,1
fam21649,0,0,0,0,0,0,0,0,0,1
fam21650,0,0,0,0,0,0,0,0,0,1
fam21655,0,0,0,0,0,0,0,0,0,0
fam21656,0,0,0,0,0,0,0,0,0,0
fam21676,0,0,0,0,0,0,0,0,0,1
fam21677,0,0,0,0,0,0,0,0,0,1
fam21678,0,0,0,0,0,0,0,0,0,1
fam21679,0,0,0,0,0,0,0,0,0,1
fam21683,0,0,0,0,0,0,0,0,0,1
fam21685,0,0,0,0,0,0,0,0,0,1
fam21686,0,0,0,0,0,0,0,0,0,1
fam21687,0,0,0,0,0,0,0,0,0,1
fam21689,0,0,0,0,0,0,0,0,0,1
fam21714,1,0,0,0,0,0,0,0,0,0
fam21715,1,0,0,0,0,0,0,0,0,0
fam21716,0,0,1,0,0,0,0,0,0,0
fam21718,0,0,1,0,0,0,0,0,0,0
fam21726,0,0,0,0,0,0,0,0,0,1
fam21727,0,0,0,0,0,0,0,0,0,1
fam21729,0,0,0,0,0,0,0,0,0,1
fam21731,0,0,0,0,0,0,0,0,0,1
fam21732,0,0,0,0,0,0,0,0,0,1
fam21733,0,0,0,0,0,0,0,0,0,1
fam21734,0,0,0,0,0,0,0,0,0,1
fam21735,0,0,0,0,0,0,0,0,0,1
fam21737,0,0,0,0,0,0,0,0,0,1
fam21739,0,0,0,0,0,0,0,0,0,1
fam21740,0,0,0,0,0,0,0,0,0,1
fam21741,0,0,0,0,0,0,0,0,0,1
fam21748,1,0,0,0,0,0,0,0,0,0
fam21777,1,0,0,0,0,0,0,0,0,0
fam21788,0,0,1,0,0,0,0,0,0,0
fam21809,0,1,0,0,0,0,0,0,0,0
fam21810,0,1,0,0,0,0,0,0,0,0
fam21813,0,1,0,0,0,0,0,0,0,0
fam21814,0,1,0,0,0,0,0,0,0,0
fam21816,0,0,0,0,0,1,0,0,0,0
fam21820,0,1,0,0,0,0,0,0,0,0
fam21821,0,0,0,0,0,1,0,0,0,0
fam21822,0,1,0,0,0,0,0,0,0,0
fam21826,0,0,0,0,0,1,0,0,0,0
fam21827,0,1,0,0,0,0,0,0,0,0
fam21833,0,0,0,0,0,1,0,0,0,0
fam21839,0,1,0,0,0,0,0,0,0,0
fam21840,0,1,0,0,0,0,0,0,0,0
fam21841,0,1,0,0,0,0,0,0,0,0
fam21842,0,1,0,0,0,0,0,0,0,0
fam21843,0,0,0,0,0,1,0,0,0,0
fam21844,0,1,0,0,0,0,0,0,0,0
fam21845,0,0,0,0,0,1,0,0,0,0
fam21848,0,1,0,0,0,0,0,0,0,0
fam21853,0,0,0,0,0,1,0,0,0,0
fam21855,0,0,0,0,0,1,0,0,0,0
fam21863,0,1,0,0,0,0,0,0,0,0
fam21864,0,1,0,0,0,0,0,0,0,0
fam21865,0,1,0,0,0,0,0,0,0,0
fam21866,0,1,0,0,0,0,0,0,0,0
fam21867,0,1,0,0,0,0,0,0,0,0
fam21882,1,0,0,0,0,0,0,0,0,0
fam21884,0,1,0,0,0,0,0,0,0,0
fam21887,0,1,0,0,0,0,0,0,0,0
fam21890,0,1,0,0,0,0,0,0,0,0
fam21891,0,1,0,0,0,0,0,0,0,0
fam21892,0,1,0,0,0,0,0,0,0,0
fam21893,0,1,0,0,0,0,0,0,0,0
fam21894,0,1,0,0,0,0,0,0,0,0
fam21895,0,1,0,0,0,0,0,0,0,0
fam21896,0,1,0,0,0,0,0,0,0,0
fam21908,0,0,1,0,0,0,0,0,0,0
fam21919,0,1,0,0,0,0,0,0,0,0
fam21920,0,1,0,0,0,0,0,0,0,0
fam21921,0,1,0,0,0,0,0,0,0,0
fam21922,0,1,0,0,0,0,0,0,0,0
fam21926,0,1,0,0,0,0,0,0,0,0
fam21927,0,1,0,0,0,0,0,0,0,0
fam21928,0,1,0,0,0,0,0,0,0,0
fam21929,0,1,0,0,0,0,0,0,0,0
fam21932,0,1,0,0,0,0,0,0,0,0
fam21941,0,1,0,0,0,0,0,0,0,0
fam21942,0,0,0,0,0,0,0,0,0,1
fam21947,0,1,0,0,0,0,0,0,0,0
fam21948,0,1,0,0,0,0,0,0,0,0
fam21950,0,1,0,0,0,0,0,0,0,0
fam21953,0,1,0,0,0,0,0,0,0,0
fam21954,0,1,0,0,0,0,0,0,0,0
fam21955,0,1,0,0,0,0,0,0,0,0
fam21956,0,1,0,0,0,0,0,0,0,0
fam21960,0,0,0,0,0,0,0,0,0,1
fam21961,0,0,0,0,0,0,0,0,0,1
fam21969,0,0,0,0,0,0,0,0,0,0
fam21979,0,0,0,0,0,0,0,0,0,1
fam21981,0,0,0,0,0,0,0,0,1,0
fam21984,0,0,0,0,0,0,0,0,1,0
fam21985,0,0,0,0,0,0,0,0,1,0
fam21986,0,0,0,0,0,0,0,0,0,1
fam21987,0,0,0,0,0,0,0,0,1,0
fam21989,0,0,0,0,0,0,0,0,0,1
fam21992,0,0,1,0,0,0,0,0,0,0
fam21993,0,1,0,0,0,0,0,0,0,0
fam21996,0,1,0,0,0,0,0,0,0,0
fam22000,0,1,0,0,0,0,0,0,0,0
fam22001,0,1,0,0,0,0,0,0,0,0
fam22002,0,0,0,0,0,0,0,0,1,0
fam22005,0,0,0,0,0,0,0,0,0,1
fam22006,0,1,0,0,0,0,0,0,0,0
fam22010,0,0,0,0,0,0,0,0,0,1
fam22011,0,0,0,0,0,0,0,0,0,1
fam22012,0,0,0,0,0,0,0,0,0,1
fam22013,0,0,0,0,0,0,0,0,0,1
fam22016,0,0,0,0,0,0,0,0,0,1
fam22020,0,0,1,0,0,0,0,0,0,0
fam22021,0,0,0,0,0,0,0,0,1,0
fam22022,0,0,0,0,0,0,0,0,1,0
fam22024,0,0,0,0,0,0,0,0,1,0
fam22028,0,1,0,0,0,0,0,0,0,0
fam22034,0,0,0,0,0,0,0,0,0,1
fam22035,0,1,0,0,0,0,0,0,0,0
fam22036,0,0,0,0,0,0,0,0,1,0
fam22037,0,1,0,0,0,0,0,0,0,0
fam22038,0,0,0,0,0,0,0,0,1,0
fam22039,0,0,0,0,0,0,0,0,0,1
fam22040,0,0,0,0,0,0,0,0,0,1
fam22041,0,0,0,0,0,0,0,0,0,1
fam22047,0,0,0,0,0,0,0,0,1,0
fam22049,0,0,0,0,0,0,0,0,0,1
fam22050,0,0,0,0,0,0,0,0,1,0
fam22051,0,1,0,0,0,0,0,0,0,0
fam22052,0,0,0,0,0,0,0,0,0,1
fam22055,0,0,0,0,0,0,0,0,0,1
fam22057,0,0,0,0,0,0,0,0,0,1
fam22058,0,0,0,0,0,0,0,0,0,1
fam22068,0,0,0,0,0,1,0,0,0,0
fam22072,1,0,0,0,0,0,0,0,0,0
fam22076,0,0,0,0,0,1,0,0,0,0
fam22094,1,0,0,0,0,0,0,0,0,0
fam22099,0,0,0,0,0,1,0,0,0,0
fam22106,0,0,0,0,0,1,0,0,0,0
fam22107,0,0,0,0,0,1,0,0,0,0
fam22110,0,0,0,0,0,1,0,0,0,0
fam22116,0,0,1,0,0,0,0,0,0,0
fam22122,1,0,0,0,0,0,0,0,0,0
fam22132,0,0,1,0,0,0,0,0,0,0
fam22149,0,0,0,0,0,1,0,0,0,0
fam22150,0,0,0,0,0,1,0,0,0,0
fam22152,0,0,0,0,0,1,0,0,0,0
fam22158,0,0,0,0,0,1,0,0,0,0
fam22159,0,0,0,0,0,1,0,0,0,0
fam22165,0,0,0,0,0,0,0,0,1,0
fam22168,1,0,0,0,0,0,0,0,0,0
fam22180,0,0,0,0,0,1,0,0,0,0
fam22204,0,0,0,0,0,0,0,0,1,0
fam22207,0,0,0,0,0,0,0,0,1,0
fam22209,0,0,0,0,0,0,0,0,1,0
fam22210,0,0,0,0,0,1,0,0,0,0
fam22211,0,0,0,0,0,0,0,0,1,0
fam22212,0,0,0,0,0,0,0,0,1,0
fam22213,0,0,0,0,0,0,0,0,0,0
fam22214,0,0,0,0,0,0,0,0,1,0
fam22215,0,0,0,0,0,0,0,0,1,0
fam22217,0,0,0,0,0,0,0,0,1,0
fam22218,0,0,0,0,0,1,0,0,0,0
fam22219,0,0,0,0,0,0,0,0,1,0
fam22229,0,0,0,0,0,0,0,0,1,0
fam22230,0,0,0,0,0,1,0,0,0,0
fam22231,0,0,0,0,0,1,0,0,0,0
fam22232,0,0,0,0,0,0,0,0,1,0
fam22233,0,0,0,0,0,0,0,0,1,0
fam22234,0,0,0,0,0,0,0,0,0,0
fam22235,0,0,0,0,0,1,0,0,0,0
fam22236,0,0,0,0,0,0,0,0,0,0
fam22237,0,0,0,0,0,0,0,0,1,0
fam22239,0,0,0,0,0,1,0,0,0,0
fam22240,0,0,0,0,0,1,0,0,0,0
fam22241,0,0,0,0,0,0,0,0,1,0
fam22243,0,0,0,0,0,0,0,0,0,0
fam22244,0,0,0,0,0,0,0,0,1,0
fam22247,0,0,0,0,0,0,0,0,1,0
fam22248,0,0,0,0,0,0,0,0,1,0
fam22249,0,0,1,0,0,0,0,0,0,0
fam22251,0,0,1,0,0,0,0,0,0,0
fam22265,0,0,1,0,0,0,0,0,0,0
fam22270,0,0,0,0,0,0,0,0,1,0
fam22271,0,0,0,0,0,0,0,0,1,0
fam22273,0,0,1,0,0,0,0,0,0,0
fam22281,1,0,0,0,0,0,0,0,0,0
fam22292,0,0,0,0,0,0,0,0,1,0
fam22293,0,0,0,0,0,0,0,0,1,0
fam22294,0,0,0,0,0,0,0,0,1,0
fam22297,0,0,0,0,0,1,0,0,0,0
fam22298,1,0,0,0,0,0,0,0,0,0
fam22299,0,0,0,0,0,0,0,0,1,0
fam22302,0,0,0,0,0,1,0,0,0,0
fam22306,0,0,0,0,0,0,0,0,1,0
fam22309,0,0,0,0,0,0,0,0,1,0
fam22317,1,0,0,0,0,0,0,0,0,0
fam22321,0,0,1,0,0,0,0,0,0,0
fam22323,0,0,0,0,0,0,0,0,1,0
fam22324,0,0,0,0,0,0,0,0,1,0
fam22326,0,0,0,0,0,0,0,0,1,0
fam22327,0,0,0,0,0,0,0,0,1,0
fam22328,0,0,0,0,0,0,0,0,1,0
fam22329,0,0,0,0,0,0,0,0,1,0
fam22332,0,0,0,0,0,0,0,0,1,0
fam22334,0,0,0,0,0,0,0,0,1,0
fam22336,0,0,0,0,0,0,0,0,1,0
fam22338,0,0,0,0,0,0,0,0,1,0
fam22339,0,0,0,0,0,0,0,0,1,0
fam22367,0,0,0,0,0,0,0,0,1,0
fam22373,0,0,0,0,0,0,0,0,1,0
fam22375,0,0,0,0,0,0,0,0,1,0
fam22384,0,0,0,0,0,0,0,0,1,0
fam22385,0,0,0,0,0,0,0,0,1,0
fam22387,0,0,0,0,0,0,0,0,1,0
fam22388,0,0,0,0,0,0,0,0,1,0
fam22392,1,0,0,0,0,0,0,0,0,0
fam22393,1,0,0,0,0,0,0,0,0,0
fam22394,1,0,0,0,0,0,0,0,0,0
fam22411,0,0,0,0,0,0,0,0,1,0
fam22417,0,0,0,0,0,0,0,0,1,0
fam22419,0,0,0,0,0,0,0,0,1,0
fam22421,0,0,0,0,0,0,0,0,1,0
fam22422,0,0,0,0,0,0,0,0,1,0
fam22435,1,0,0,0,0,0,0,0,0,0
fam22444,0,0,1,0,0,0,0,0,0,0
fam22448,0,0,0,0,0,0,0,0,1,0
fam22449,0,0,0,0,0,0,0,0,1,0
fam22452,0,0,0,0,0,0,0,0,1,0
fam22453,0,0,0,0,0,1,0,0,0,0
fam22454,0,0,0,0,0,1,0,0,0,0
fam22455,0,0,0,0,0,1,0,0,0,0
fam22457,0,0,0,0,0,1,0,0,0,0
fam22478,1,0,0,0,0,0,0,0,0,0
fam22494,0,0,0,0,0,0,0,0,1,0
fam22497,0,0,0,0,0,0,0,0,1,0
fam22499,0,0,0,0,0,0,0,0,1,0
fam22518,0,0,1,0,0,0,0,0,0,0
fam22521,1,0,0,0,0,0,0,0,0,0
fam22536,0,0,0,0,0,1,0,0,0,0
fam22537,0,0,0,0,0,1,0,0,0,0
fam22560,1,0,0,0,0,0,0,0,0,0
fam22566,0,0,0,0,0,1,0,0,0,0
fam22567,0,0,0,0,0,1,0,0,0,0
fam22568,0,0,0,0,0,1,0,0,0,0
fam22587,0,0,1,0,0,0,0,0,0,0
fam22591,1,0,0,0,0,0,0,0,0,0
fam22596,0,1,0,0,0,0,0,0,0,0
fam22599,0,1,0,0,0,0,0,0,0,0
fam22600,0,0,0,0,0,0,0,0,1,0
fam22601,0,1,0,0,0,0,0,0,0,0
fam22603,0,0,0,0,1,0,0,0,0,0
fam22609,0,0,0,0,1,0,0,0,0,0
fam22610,0,0,0,0,1,0,0,0,0,0
fam22611,0,1,0,0,0,0,0,0,0,0
fam22612,0,0,0,0,1,0,0,0,0,0
fam22614,0,1,0,0,0,0,0,0,0,0
fam22620,0,0,0,0,1,0,0,0,0,0
fam22638,0,1,0,0,0,0,0,0,0,0
fam22640,0,1,0,0,0,0,0,0,0,0
fam22641,0,1,0,0,0,0,0,0,0,0
fam22643,0,0,0,0,1,0,0,0,0,0
fam22644,0,1,0,0,0,0,0,0,0,0
fam22646,0,1,0,0,0,0,0,0,0,0
fam22647,0,0,0,0,1,0,0,0,0,0
fam22648,0,0,0,0,1,0,0,0,0,0
fam22652,0,0,0,0,1,0,0,0,0,0
fam22653,0,0,0,0,1,0,0,0,0,0
fam22666,0,1,0,0,0,0,0,0,0,0
fam22672,0,1,0,0,0,0,0,0,0,0
fam22678,0,1,0,0,0,0,0,0,0,0
fam22679,0,1,0,0,0,0,0,0,0,0
fam22681,0,1,0,0,0,0,0,0,0,0
fam22682,0,0,0,0,1,0,0,0,0,0
fam22700,0,1,0,0,0,0,0,0,0,0
fam22702,0,1,0,0,0,0,0,0,0,0
fam22708,0,1,0,0,0,0,0,0,0,0
fam22713,0,1,0,0,0,0,0,0,0,0
fam22720,0,0,0,0,1,0,0,0,0,0
fam22729,0,1,0,0,0,0,0,0,0,0
fam22730,0,1,0,0,0,0,0,0,0,0
fam22732,0,1,0,0,0,0,0,0,0,0
fam22735,0,1,0,0,0,0,0,0,0,0
fam22736,0,1,0,0,0,0,0,0,0,0
fam22737,0,1,0,0,0,0,0,0,0,0
fam22739,0,1,0,0,0,0,0,0,0,0
fam22742,0,1,0,0,0,0,0,0,0,0
fam22744,0,1,0,0,0,0,0,0,0,0
fam22745,0,1,0,0,0,0,0,0,0,0
fam22750,0,0,0,0,1,0,0,0,0,0
fam22755,0,0,0,0,1,0,0,0,0,0
fam22756,0,0,0,0,1,0,0,0,0,0
fam22772,0,0,0,0,1,0,0,0,0,0
fam22775,0,0,0,0,1,0,0,0,0,0
fam22783,0,0,0,0,1,0,0,0,0,0
fam22785,0,0,0,0,1,0,0,0,0,0
fam22805,0,0,0,0,1,0,0,0,0,0
fam22808,0,0,0,0,1,0,0,0,0,0
fam22809,0,0,0,0,1,0,0,0,0,0
fam22816,1,0,0,0,0,0,0,0,0,0
fam22827,0,0,0,0,1,0,0,0,0,0
fam22830,0,0,0,0,1,0,0,0,0,0
fam22850,0,0,0,0,0,0,0,0,0,0
fam22851,0,0,0,0,0,0,0,0,0,0
fam22852,0,0,1,0,0,0,0,0,0,0
fam22868,0,0,0,0,0,0,0,0,0,0
fam22869,0,0,0,0,0,0,0,0,0,0
fam22870,0,0,0,0,0,0,0,0,0,0
fam22872,0,0,1,0,0,0,0,0,0,0
fam22878,0,0,0,0,0,0,0,0,0,0
fam22881,0,0,0,0,0,0,0,0,0,0
fam22883,0,0,0,0,0,0,0,0,0,0
fam22884,0,0,0,0,0,0,0,0,0,0
fam22887,0,0,0,0,0,0,0,0,0,0
fam22888,0,0,0,0,0,0,0,0,0,0
fam22899,0,0,0,0,0,0,0,0,0,0
fam22902,0,0,0,0,0,0,0,0,0,0
fam22905,0,1,0,0,0,0,0,0,0,0
fam22907,0,0,0,0,0,0,0,0,0,0
fam22909,0,0,0,0,0,0,0,0,0,0
fam22912,0,0,0,0,0,0,0,0,0,0
fam22913,0,1,0,0,0,0,0,0,0,0
fam22916,0,0,1,0,0,0,0,0,0,0
fam22923,0,0,0,0,0,0,0,0,0,0
fam22925,0,0,0,0,0,0,0,0,0,0
fam22927,0,1,0,0,0,0,0,0,0,0
fam22928,0,1,0,0,0,0,0,0,0,0
fam22929,0,1,0,0,0,0,0,0,0,0
fam22930,0,1,0,0,0,0,0,0,0,0
fam22931,0,1,0,0,0,0,0,0,0,0
fam22932,0,1,0,0,0,0,0,0,0,0
fam22933,0,1,0,0,0,0,0,0,0,0
fam22949,0,0,0,0,0,0,0,0,0,0
fam22954,0,0,0,0,0,0,0,0,0,0
fam22955,0,0,0,0,0,0,0,0,0,0
fam22956,0,1,0,0,0,0,0,0,0,0
fam22958,0,0,1,0,0,0,0,0,0,0
fam22959,0,1,0,0,0,0,0,0,0,0
fam22961,0,1,0,0,0,0,0,0,0,0
fam22962,0,1,0,0,0,0,0,0,0,0
fam22963,0,1,0,0,0,0,0,0,0,0
fam22964,0,1,0,0,0,0,0,0,0,0
fam22966,0,1,0,0,0,0,0,0,0,0
fam22967,0,1,0,0,0,0,0,0,0,0
fam22977,0,0,0,0,0,0,0,0,0,0
fam22979,0,0,1,0,0,0,0,0,0,0
fam22982,0,0,0,0,1,0,0,0,0,0
fam22983,0,0,0,0,0,1,0,0,0,0
fam22984,0,1,0,0,0,0,0,0,0,0
fam22985,0,0,0,0,1,0,0,0,0,0
fam22986,0,0,0,0,1,0,0,0,0,0
fam22988,0,1,0,0,0,0,0,0,0,0
fam22991,0,0,0,0,1,0,0,0,0,0
fam22996,0,1,0,0,0,0,0,0,0,0
fam22997,0,1,0,0,0,0,0,0,0,0
fam23000,0,1,0,0,0,0,0,0,0,0
fam23009,0,0,0,0,0,0,0,0,0,0
fam23013,0,0,0,0,0,0,0,0,0,0
fam23015,0,0,0,0,0,0,0,0,0,0
fam23016,0,1,0,0,0,0,0,0,0,0
fam23017,0,1,0,0,0,0,0,0,0,0
fam23018,0,0,1,0,0,0,0,0,0,0
fam23019,0,0,1,0,0,0,0,0,0,0
fam23021,0,0,0,0,1,0,0,0,0,0
fam23023,0,1,0,0,0,0,0,0,0,0
fam23024,0,1,0,0,0,0,0,0,0,0
fam23025,0,1,0,0,0,0,0,0,0,0
fam23026,0,1,0,0,0,0,0,0,0,0
fam23027,0,1,0,0,0,0,0,0,0,0
fam23028,0,1,0,0,0,0,0,0,0,0
fam23029,0,1,0,0,0,0,0,0,0,0
fam23047,0,0,0,1,0,0,0,0,0,0
fam23048,0,0,0,0,0,0,1,0,0,0
fam23049,0,0,0,0,0,0,0,0,1,0
fam23050,0,0,0,1,0,0,0,0,0,0
fam23051,0,0,0,0,0,0,0,0,1,0
fam23052,0,0,0,0,0,0,0,0,1,0
fam23077,0,0,0,0,0,0,0,0,1,0
fam23078,0,0,0,0,0,0,0,0,1,0
fam23080,0,0,0,0,0,0,0,0,1,0
fam23083,0,0,0,1,0,0,0,0,0,0
fam23084,0,0,0,1,0,0,0,0,0,0
fam23085,0,0,0,0,0,0,0,0,1,0
fam23086,0,0,0,1,0,0,0,0,0,0
fam23087,0,0,0,0,0,0,0,0,1,0
fam23088,0,0,0,0,0,0,0,0,1,0
fam23089,0,0,0,1,0,0,0,0,0,0
fam23090,0,0,0,1,0,0,0,0,0,0
fam23091,0,0,0,1,0,0,0,0,0,0
fam23092,0,0,0,1,0,0,0,0,0,0
fam23093,0,0,0,0,0,0,0,0,1,0
fam23094,0,0,0,0,0,0,0,0,1,0
fam23095,0,0,0,0,0,0,0,0,1,0
fam23118,0,0,0,0,0,0,1,0,0,0
fam23119,1,0,0,0,0,0,0,0,0,0
fam23120,1,0,0,0,0,0,0,0,0,0
fam23121,1,0,0,0,0,0,0,0,0,0
fam23122,1,0,0,0,0,0,0,0,0,0
fam23125,1,0,0,0,0,0,0,0,0,0
fam23128,0,0,0,0,0,0,1,0,0,0
fam23129,0,0,0,0,0,0,0,0,1,0
fam23131,0,0,0,0,0,0,0,0,1,0
fam23134,0,0,0,0,0,0,0,0,1,0
fam23135,0,0,0,0,0,0,0,0,1,0
fam23136,0,0,0,0,0,0,0,0,1,0
fam23138,0,1,0,0,0,0,0,0,0,0
fam23140,0,0,0,0,0,0,0,0,1,0
fam23149,0,0,0,0,0,0,1,0,0,0
fam23151,0,0,0,0,0,0,1,0,0,0
fam23152,0,0,0,0,0,0,1,0,0,0
fam23153,0,0,0,0,0,0,0,0,1,0
fam23154,1,0,0,0,0,0,0,0,0,0
fam23155,0,0,0,0,0,0,0,0,1,0
fam23156,0,0,0,0,0,0,0,0,1,0
fam23158,0,1,0,0,0,0,0,0,0,0
fam23159,0,0,0,0,0,0,0,0,1,0
fam23162,0,0,0,0,0,0,1,0,0,0
fam23163,0,1,0,0,0,0,0,0,0,0
fam23165,0,0,0,0,0,0,0,0,1,0
fam23167,0,1,0,0,0,0,0,0,0,0
fam23168,0,0,0,0,0,0,0,0,1,0
fam23175,0,1,0,0,0,0,0,0,0,0
fam23181,0,0,0,0,0,0,1,0,0,0
fam23182,0,0,0,0,0,0,1,0,0,0
fam23186,0,0,1,0,0,0,0,0,0,0
fam23188,1,0,0,0,0,0,0,0,0,0
fam23190,0,0,0,1,0,0,0,0,0,0
fam23191,0,0,0,0,0,0,1,0,0,0
fam23192,0,0,0,1,0,0,0,0,0,0
fam23193,0,1,0,0,0,0,0,0,0,0
fam23194,0,1,0,0,0,0,0,0,0,0
fam23195,0,1,0,0,0,0,0,0,0,0
fam23196,0,0,0,1,0,0,0,0,0,0
fam23197,0,1,0,0,0,0,0,0,0,0
fam23199,0,1,0,0,0,0,0,0,0,0
fam23200,1,0,0,0,0,0,0,0,0,0
fam23205,0,1,0,0,0,0,0,0,0,0
fam23206,0,1,0,0,0,0,0,0,0,0
fam23209,0,1,0,0,0,0,0,0,0,0
fam23221,0,0,0,1,0,0,0,0,0,0
fam23226,0,0,0,1,0,0,0,0,0,0
fam23227,0,0,0,1,0,0,0,0,0,0
fam23228,0,0,0,1,0,0,0,0,0,0
fam23230,0,0,0,1,0,0,0,0,0,0
fam23232,0,0,0,1,0,0,0,0,0,0
fam23234,0,1,0,0,0,0,0,0,0,0
fam23236,0,0,1,0,0,0,0,0,0,0
fam23237,0,0,1,0,0,0,0,0,0,0
fam23238,0,0,1,0,0,0,0,0,0,0
fam23246,0,1,0,0,0,0,0,0,0,0
fam23258,0,0,1,0,0,0,0,0,0,0
fam23259,0,0,0,0,0,0,1,0,0,0
fam23261,0,0,0,0,0,0,1,0,0,0
fam23263,0,0,0,1,0,0,0,0,0,0
fam23268,0,1,0,0,0,0,0,0,0,0
fam23269,0,1,0,0,0,0,0,0,0,0
fam23271,0,1,0,0,0,0,0,0,0,0
fam23272,0,1,0,0,0,0,0,0,0,0
fam23273,0,0,0,1,0,0,0,0,0,0
fam23274,0,1,0,0,0,0,0,0,0,0
fam23276,0,1,0,0,0,0,0,0,0,0
fam23277,0,1,0,0,0,0,0,0,0,0
fam23278,0,1,0,0,0,0,0,0,0,0
fam23279,0,0,0,1,0,0,0,0,0,0
fam23285,1,0,0,0,0,0,0,0,0,0
fam23300,0,1,0,0,0,0,0,0,0,0
fam23302,0,0,1,0,0,0,0,0,0,0
fam23305,0,0,0,0,0,0,1,0,0,0
fam23308,0,1,0,0,0,0,0,0,0,0
fam23309,0,1,0,0,0,0,0,0,0,0
fam23310,0,1,0,0,0,0,0,0,0,0
fam23312,0,1,0,0,0,0,0,0,0,0
fam23314,0,0,0,1,0,0,0,0,0,0
fam23316,0,0,0,1,0,0,0,0,0,0
fam23320,0,0,1,0,0,0,0,0,0,0
fam23322,0,0,0,1,0,0,0,0,0,0
fam23323,0,0,0,1,0,0,0,0,0,0
fam23330,0,0,0,1,0,0,0,0,0,0
fam23347,0,0,1,0,0,0,0,0,0,0
fam23350,0,0,0,0,1,0,0,0,0,0
fam23355,0,0,0,1,0,0,0,0,0,0
fam23356,0,0,0,0,1,0,0,0,0,0
fam23388,0,0,0,0,1,0,0,0,0,0
fam23391,0,0,0,0,1,0,0,0,0,0
fam23392,0,0,0,0,1,0,0,0,0,0
fam23396,0,0,0,1,0,0,0,0,0,0
fam23404,0,0,0,1,0,0,0,0,0,0
fam23405,0,0,0,1,0,0,0,0,0,0
fam23414,0,0,0,0,0,1,0,0,0,0
fam23416,0,0,0,1,0,0,0,0,0,0
fam23418,0,0,0,1,0,0,0,0,0,0
fam23419,0,0,0,1,0,0,0,0,0,0
fam23421,0,0,0,1,0,0,0,0,0,0
fam23429,0,0,0,1,0,0,0,0,0,0
fam23443,0,0,0,0,1,0,0,0,0,0
fam23444,0,0,0,0,1,0,0,0,0,0
